# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:biocarta_n...8         SET      28     -0.03732   -0.0014388      0.16606      0.58891 Curated_gene_sets:biocarta_no1_pathway
Curated_gene_sets:biocarta_c...29        SET      20     0.086615    0.0028228      0.19974      0.33228 Curated_gene_sets:biocarta_csk_pathway
Curated_gene_sets:biocarta_s...13        SET      11      0.24514    0.0059263      0.22273      0.13555 Curated_gene_sets:biocarta_srcrptp_pathway
Curated_gene_sets:biocarta_a...15        SET      18     -0.12717   -0.0039322      0.20072      0.73682 Curated_gene_sets:biocarta_ami_pathway
Curated_gene_sets:biocarta_g...10        SET      14    -0.021126  -0.00057613      0.22371      0.53762 Curated_gene_sets:biocarta_granulocytes_pathway
Curated_gene_sets:biocarta_l...7         SET      12     0.070756    0.0017866      0.26224      0.39365 Curated_gene_sets:biocarta_lym_pathway
Curated_gene_sets:biocarta_a...16        SET      17     0.090225    0.0027112       0.1878      0.31546 Curated_gene_sets:biocarta_arap_pathway
Curated_gene_sets:biocarta_a...6         SET      30     0.094595    0.0037748      0.15035      0.26462 Curated_gene_sets:biocarta_agr_pathway
Curated_gene_sets:biocarta_a...9         SET      11    -0.096552   -0.0023342      0.24764      0.65169 Curated_gene_sets:biocarta_akap95_pathway
Curated_gene_sets:biocarta_a...11        SET      20     -0.13891   -0.0045272      0.18052       0.7792 Curated_gene_sets:biocarta_akt_pathway
Curated_gene_sets:biocarta_a...12        SET      35      0.23475     0.010117      0.15781     0.068448 Curated_gene_sets:biocarta_alk_pathway
Curated_gene_sets:biocarta_a...20        SET      26     0.088156    0.0032752      0.15612      0.28616 Curated_gene_sets:biocarta_at1r_pathway
Curated_gene_sets:biocarta_a...1         SET      10      -0.8566    -0.019745      0.32694       0.9956 Curated_gene_sets:biocarta_ace2_pathway
Curated_gene_sets:biocarta_a...19        SET      12     -0.37639   -0.0095039      0.25223      0.93218 Curated_gene_sets:biocarta_asbcell_pathway
Curated_gene_sets:biocarta_d...5         SET      10     -0.51544    -0.011881      0.24209      0.98337 Curated_gene_sets:biocarta_dnafragment_pathway
Curated_gene_sets:biocarta_c...20        SET      18    -0.057903   -0.0017903      0.17388      0.63043 Curated_gene_sets:biocarta_chemical_pathway
Curated_gene_sets:biocarta_s...11        SET      16      0.50131     0.014615      0.21039    0.0085971 Curated_gene_sets:biocarta_sppa_pathway
Curated_gene_sets:biocarta_a...21        SET      20    -0.062693   -0.0020432      0.18866      0.63017 Curated_gene_sets:biocarta_atm_pathway
Curated_gene_sets:biocarta_a...5         SET      11     0.074583    0.0018031      0.28578      0.39706 Curated_gene_sets:biocarta_agpcr_pathway
Curated_gene_sets:biocarta_b...7         SET      14     -0.19503   -0.0053188      0.24423      0.78772 Curated_gene_sets:biocarta_bcellsurvival_pathway
Curated_gene_sets:biocarta_b...10        SET      12   -0.0063713  -0.00016087       0.2753      0.50923 Curated_gene_sets:biocarta_blymphocyte_pathway
Curated_gene_sets:biocarta_b...8         SET      31     0.044389    0.0018006      0.14595      0.38051 Curated_gene_sets:biocarta_bcr_pathway
Curated_gene_sets:biocarta_b...9         SET      28      0.19592    0.0075532       0.1565      0.10532 Curated_gene_sets:biocarta_biopeptides_pathway
Curated_gene_sets:biocarta_r...7         SET      15     0.089893    0.0025375      0.21355       0.3369 Curated_gene_sets:biocarta_rankl_pathway
Curated_gene_sets:biocarta_c...1         SET       9    -0.036686  -0.00080227       0.3386      0.54314 Curated_gene_sets:biocarta_cacam_pathway
Curated_gene_sets:biocarta_c...15        SET      16      0.13781    0.0040176      0.20431      0.24999 Curated_gene_sets:biocarta_cdmac_pathway
Curated_gene_sets:biocarta_c...5         SET      23    -0.089059   -0.0031123       0.1651       0.7052 Curated_gene_sets:biocarta_carm_er_pathway
Curated_gene_sets:biocarta_c...6         SET      21     -0.25852   -0.0086329      0.17356      0.93181 Curated_gene_sets:biocarta_caspase_pathway
Curated_gene_sets:biocarta_c...8         SET      11      0.69968     0.016915      0.27888    0.0060608 Curated_gene_sets:biocarta_cbl_pathway
Curated_gene_sets:biocarta_c...9         SET      18      0.16825    0.0052021      0.20398      0.20474 Curated_gene_sets:biocarta_ccr3_pathway
Curated_gene_sets:biocarta_c...11        SET      12     0.018777   0.00047411      0.22513      0.46677 Curated_gene_sets:biocarta_cd40_pathway
Curated_gene_sets:biocarta_m...5         SET      18      0.05622    0.0017383      0.17438      0.37358 Curated_gene_sets:biocarta_mcm_pathway
Curated_gene_sets:biocarta_g...1         SET      28      0.09813    0.0037832      0.15448      0.26264 Curated_gene_sets:biocarta_g1_pathway
Curated_gene_sets:biocarta_g...2         SET      24       0.1392    0.0049691      0.16005      0.19223 Curated_gene_sets:biocarta_g2_pathway
Curated_gene_sets:biocarta_c...16        SET      10    -0.059787   -0.0013782      0.26766      0.58838 Curated_gene_sets:biocarta_cell2cell_pathway
Curated_gene_sets:biocarta_l...1         SET      17       0.1412    0.0042429      0.21364      0.25434 Curated_gene_sets:biocarta_lair_pathway
Curated_gene_sets:biocarta_c...18        SET      20    -0.030403  -0.00099084      0.17211      0.57011 Curated_gene_sets:biocarta_ceramide_pathway
Curated_gene_sets:biocarta_t...13        SET      19     -0.20584   -0.0065387      0.18853      0.86254 Curated_gene_sets:biocarta_tid_pathway
Curated_gene_sets:biocarta_c...24        SET      14    0.0085312   0.00023266       0.2522      0.48651 Curated_gene_sets:biocarta_classic_pathway
Curated_gene_sets:biocarta_c...25        SET      20     0.076265    0.0024855      0.21205      0.35956 Curated_gene_sets:biocarta_comp_pathway
Curated_gene_sets:biocarta_v...1         SET      24     0.082169    0.0029332      0.15514      0.29818 Curated_gene_sets:biocarta_vdr_pathway
Curated_gene_sets:biocarta_h...3         SET      24   -0.0016973  -6.0589e-05      0.17388      0.50389 Curated_gene_sets:biocarta_hdac_pathway
Curated_gene_sets:biocarta_g...5         SET      17     -0.04041   -0.0012143      0.20441      0.57835 Curated_gene_sets:biocarta_gcr_pathway
Curated_gene_sets:biocarta_c...31        SET      24     0.094934    0.0033889      0.19277      0.31119 Curated_gene_sets:biocarta_ctcf_pathway
Curated_gene_sets:biocarta_c...32        SET      13      0.18568    0.0048796      0.22952      0.20927 Curated_gene_sets:biocarta_ctl_pathway
Curated_gene_sets:biocarta_c...34        SET      19     0.045013    0.0014299      0.18697      0.40488 Curated_gene_sets:biocarta_cxcr4_pathway
Curated_gene_sets:biocarta_c...17        SET      23    -0.079688   -0.0027848       0.1655      0.68491 Curated_gene_sets:biocarta_cellcycle_pathway
Curated_gene_sets:biocarta_c...19        SET      11      0.13719    0.0033167      0.26294      0.30092 Curated_gene_sets:biocarta_cftr_pathway
Curated_gene_sets:biocarta_c...35        SET      19       0.1584    0.0050316      0.19885      0.21286 Curated_gene_sets:biocarta_cytokine_pathway
Curated_gene_sets:biocarta_i...18        SET      27     0.050013    0.0018935      0.16886      0.38355 Curated_gene_sets:biocarta_inflam_pathway
Curated_gene_sets:biocarta_d...1         SET      12    -0.055675   -0.0014058      0.26292      0.58385 Curated_gene_sets:biocarta_d4gdi_pathway
Curated_gene_sets:biocarta_d...2         SET      16      0.37407     0.010905      0.21843     0.043406 Curated_gene_sets:biocarta_dc_pathway
Curated_gene_sets:biocarta_p...2         SET       8      0.17131    0.0035322      0.29412      0.28014 Curated_gene_sets:biocarta_p35alzheimers_pathway
Curated_gene_sets:biocarta_r...17        SET       9     -0.29016   -0.0063453      0.28865       0.8426 Curated_gene_sets:biocarta_rna_pathway
Curated_gene_sets:biocarta_m...16        SET      17     -0.08196   -0.0024628      0.23555      0.63606 Curated_gene_sets:biocarta_mta3_pathway
Curated_gene_sets:biocarta_s...7         SET      10      0.41853    0.0096476      0.28856     0.073479 Curated_gene_sets:biocarta_skp2e2f_pathway
Curated_gene_sets:biocarta_c...2         SET      18      0.25936    0.0080194      0.19951     0.096811 Curated_gene_sets:biocarta_calcineurin_pathway
Curated_gene_sets:biocarta_e...5         SET      26   -0.0090653   -0.0003368      0.16299      0.52218 Curated_gene_sets:biocarta_egf_pathway
Curated_gene_sets:biocarta_e...21        SET       9     -0.34364    -0.007515      0.24097      0.92307 Curated_gene_sets:biocarta_etc_pathway
Curated_gene_sets:biocarta_n...1         SET      17    -0.075712   -0.0022751      0.21862      0.63544 Curated_gene_sets:biocarta_ndkdynamin_pathway
Curated_gene_sets:biocarta_e...12        SET       8     -0.23606   -0.0048672      0.31527      0.77299 Curated_gene_sets:biocarta_epha4_pathway
Curated_gene_sets:biocarta_e...13        SET      18     0.027709   0.00085675      0.18759      0.44129 Curated_gene_sets:biocarta_epo_pathway
Curated_gene_sets:biocarta_e...1         SET      19     0.067988    0.0021597      0.16725      0.34219 Curated_gene_sets:biocarta_ecm_pathway
Curated_gene_sets:biocarta_e...19        SET      26      0.14018    0.0052079      0.16445        0.197 Curated_gene_sets:biocarta_erk_pathway
Curated_gene_sets:biocarta_e...20        SET      15      0.11259    0.0031782      0.22004      0.30444 Curated_gene_sets:biocarta_eryth_pathway
Curated_gene_sets:biocarta_e...14        SET      11     -0.20891   -0.0050506      0.23032      0.81781 Curated_gene_sets:biocarta_eponfkb_pathway
Curated_gene_sets:biocarta_e...10        SET      14    -0.024325  -0.00066338      0.20471      0.54729 Curated_gene_sets:biocarta_eif_pathway
Curated_gene_sets:biocarta_e...23        SET      13     0.078838    0.0020719      0.24466      0.37364 Curated_gene_sets:biocarta_extrinsic_pathway
Curated_gene_sets:biocarta_f...1         SET      30     -0.11738   -0.0046841      0.14966      0.78358 Curated_gene_sets:biocarta_fas_pathway
Curated_gene_sets:biocarta_f...3         SET      37     0.056977    0.0025245      0.13314      0.33435 Curated_gene_sets:biocarta_fcer1_pathway
Curated_gene_sets:biocarta_f...4         SET      12   -0.0029783  -7.5202e-05      0.26866      0.50442 Curated_gene_sets:biocarta_fibrinolysis_pathway
Curated_gene_sets:biocarta_f...6         SET      33      0.11502    0.0048134      0.14483      0.21356 Curated_gene_sets:biocarta_fmlp_pathway
Curated_gene_sets:biocarta_f...8         SET       9    -0.022386  -0.00048956      0.25254      0.53532 Curated_gene_sets:biocarta_free_pathway
Curated_gene_sets:biocarta_g...3         SET       9      0.26134    0.0057151      0.27713      0.17285 Curated_gene_sets:biocarta_gaba_pathway
Curated_gene_sets:biocarta_g...4         SET      14     -0.12236    -0.003337      0.23902      0.69565 Curated_gene_sets:biocarta_gata3_pathway
Curated_gene_sets:biocarta_s...5         SET      10    -0.094846   -0.0021863      0.27093      0.63686 Curated_gene_sets:biocarta_set_pathway
Curated_gene_sets:biocarta_g...6         SET      27      0.12222    0.0046271      0.16299      0.22669 Curated_gene_sets:biocarta_gh_pathway
Curated_gene_sets:biocarta_a...7         SET      10    -0.099517    -0.002294       0.2163      0.67727 Curated_gene_sets:biocarta_ahsp_pathway
Curated_gene_sets:biocarta_t...2         SET       9    -0.087771   -0.0019194      0.30494      0.61326 Curated_gene_sets:biocarta_tcapoptosis_pathway
Curated_gene_sets:biocarta_h...7         SET      54     -0.14904    -0.007974        0.106      0.92012 Curated_gene_sets:biocarta_hivnef_pathway
Curated_gene_sets:biocarta_s...2         SET       5      0.26657    0.0043456      0.39588      0.25036 Curated_gene_sets:biocarta_salmonella_pathway
Curated_gene_sets:biocarta_m...13        SET      21      0.13274    0.0044327      0.17695      0.22659 Curated_gene_sets:biocarta_mpr_pathway
Curated_gene_sets:biocarta_h...2         SET      17      0.10842    0.0032579      0.19343      0.28757 Curated_gene_sets:biocarta_hcmv_pathway
Curated_gene_sets:biocarta_p...5         SET      20    -0.032784   -0.0010684       0.1614      0.58048 Curated_gene_sets:biocarta_p53hypoxia_pathway
Curated_gene_sets:biocarta_h...6         SET      15     -0.18711   -0.0052818      0.21206      0.81121 Curated_gene_sets:biocarta_hif_pathway
Curated_gene_sets:biocarta_i...3         SET      20    -0.084516   -0.0027544       0.1696      0.69087 Curated_gene_sets:biocarta_igf1_pathway
Curated_gene_sets:biocarta_i...8         SET      15      0.51276     0.014474      0.23934     0.016087 Curated_gene_sets:biocarta_il17_pathway
Curated_gene_sets:biocarta_i...11        SET      20     -0.06114   -0.0019926      0.17995      0.63298 Curated_gene_sets:biocarta_il2_pathway
Curated_gene_sets:biocarta_i...13        SET      14       0.2239     0.006106      0.20828      0.14121 Curated_gene_sets:biocarta_il3_pathway
Curated_gene_sets:biocarta_i...14        SET      10     -0.18934   -0.0043645      0.23789      0.78696 Curated_gene_sets:biocarta_il4_pathway
Curated_gene_sets:biocarta_i...15        SET      11     -0.43386    -0.010489      0.29277      0.93081 Curated_gene_sets:biocarta_il5_pathway
Curated_gene_sets:biocarta_i...16        SET      20     0.033866    0.0011037      0.17236      0.42212 Curated_gene_sets:biocarta_il6_pathway
Curated_gene_sets:biocarta_i...6         SET      13      0.11163    0.0029337      0.23995      0.32089 Curated_gene_sets:biocarta_il10_pathway
Curated_gene_sets:biocarta_i...7         SET      18    -0.053797   -0.0016634      0.22158      0.59591 Curated_gene_sets:biocarta_il12_pathway
Curated_gene_sets:biocarta_i...12        SET      35     0.044129    0.0019018      0.13694      0.37363 Curated_gene_sets:biocarta_il2rb_pathway
Curated_gene_sets:biocarta_i...10        SET       8    -0.090008   -0.0018558      0.38454      0.59253 Curated_gene_sets:biocarta_il22bp_pathway
Curated_gene_sets:biocarta_i...17        SET      16     -0.05507   -0.0016054      0.20096      0.60797 Curated_gene_sets:biocarta_il7_pathway
Curated_gene_sets:biocarta_g...11        SET      19    -0.055261   -0.0017554      0.19238      0.61304 Curated_gene_sets:biocarta_gsk3_pathway
Curated_gene_sets:biocarta_d...3         SET      27     -0.33455    -0.012666      0.14444      0.98972 Curated_gene_sets:biocarta_death_pathway
Curated_gene_sets:biocarta_r...4         SET      25      0.14121    0.0051446      0.14949      0.17243 Curated_gene_sets:biocarta_raccycd_pathway
Curated_gene_sets:biocarta_g...8         SET      23     0.031475    0.0010999      0.17895      0.43019 Curated_gene_sets:biocarta_gleevec_pathway
Curated_gene_sets:biocarta_i...19        SET      20    -0.033282   -0.0010847      0.17136        0.577 Curated_gene_sets:biocarta_insulin_pathway
Curated_gene_sets:biocarta_i...20        SET      33      0.14879    0.0062265      0.13714      0.13898 Curated_gene_sets:biocarta_integrin_pathway
Curated_gene_sets:biocarta_i...21        SET      19     0.023674   0.00075202      0.20164      0.45327 Curated_gene_sets:biocarta_intrinsic_pathway
Curated_gene_sets:biocarta_k...          SET      45    -0.019551  -0.00095513       0.1181      0.56574 Curated_gene_sets:biocarta_keratinocyte_pathway
Curated_gene_sets:biocarta_t...4         SET      12      0.10042    0.0025357      0.28238      0.36106 Curated_gene_sets:biocarta_tcra_pathway
Curated_gene_sets:biocarta_l...3         SET      12      0.10628    0.0026835      0.27427       0.3492 Curated_gene_sets:biocarta_lectin_pathway
Curated_gene_sets:biocarta_p...30        SET      27      0.11481    0.0043466      0.15571      0.23047 Curated_gene_sets:biocarta_pyk2_pathway
Curated_gene_sets:biocarta_e...6         SET      11    -0.011603  -0.00028051      0.28997      0.51596 Curated_gene_sets:biocarta_egfr_smrte_pathway
