# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:biocarta_r...14        SET      14     -0.12221   -0.0033328      0.20324      0.72617 Curated_gene_sets:biocarta_rela_pathway
Curated_gene_sets:biocarta_n...8         SET      28     -0.22587    -0.008708       0.1711      0.90659 Curated_gene_sets:biocarta_no1_pathway
Curated_gene_sets:biocarta_c...29        SET      20     -0.40184    -0.013096      0.20579      0.97456 Curated_gene_sets:biocarta_csk_pathway
Curated_gene_sets:biocarta_s...13        SET      11     0.047827    0.0011562      0.22951      0.41746 Curated_gene_sets:biocarta_srcrptp_pathway
Curated_gene_sets:biocarta_a...15        SET      18     -0.31836   -0.0098436       0.2068      0.93814 Curated_gene_sets:biocarta_ami_pathway
Curated_gene_sets:biocarta_g...10        SET      14    -0.090963   -0.0024807      0.23051      0.65344 Curated_gene_sets:biocarta_granulocytes_pathway
Curated_gene_sets:biocarta_l...7         SET      12     -0.34208   -0.0086374       0.2702      0.89724 Curated_gene_sets:biocarta_lym_pathway
Curated_gene_sets:biocarta_a...16        SET      17       0.3633     0.010917      0.19349     0.030224 Curated_gene_sets:biocarta_arap_pathway
Curated_gene_sets:biocarta_a...6         SET      30     -0.22008   -0.0087823      0.15491       0.9223 Curated_gene_sets:biocarta_agr_pathway
Curated_gene_sets:biocarta_a...9         SET      11     -0.04107  -0.00099289      0.25517      0.56393 Curated_gene_sets:biocarta_akap95_pathway
Curated_gene_sets:biocarta_a...11        SET      20     0.016219   0.00052858      0.18601      0.46526 Curated_gene_sets:biocarta_akt_pathway
Curated_gene_sets:biocarta_a...12        SET      35    -0.093627   -0.0040349      0.16261      0.71761 Curated_gene_sets:biocarta_alk_pathway
Curated_gene_sets:biocarta_a...20        SET      26    -0.089094   -0.0033101      0.16087      0.71015 Curated_gene_sets:biocarta_at1r_pathway
Curated_gene_sets:biocarta_a...1         SET      10     -0.32498   -0.0074911      0.33693       0.8326 Curated_gene_sets:biocarta_ace2_pathway
Curated_gene_sets:biocarta_a...19        SET      12    -0.021786  -0.00055009      0.25991       0.5334 Curated_gene_sets:biocarta_asbcell_pathway
Curated_gene_sets:biocarta_d...5         SET      10     0.012605   0.00029057      0.24948      0.47985 Curated_gene_sets:biocarta_dnafragment_pathway
Curated_gene_sets:biocarta_c...20        SET      18     0.013141   0.00040633      0.17917      0.47077 Curated_gene_sets:biocarta_chemical_pathway
Curated_gene_sets:biocarta_s...11        SET      16     -0.38631    -0.011262       0.2168      0.96261 Curated_gene_sets:biocarta_sppa_pathway
Curated_gene_sets:biocarta_a...21        SET      20     0.029996   0.00097759      0.19439      0.43868 Curated_gene_sets:biocarta_atm_pathway
Curated_gene_sets:biocarta_a...5         SET      11     -0.38141   -0.0092208      0.29445      0.90239 Curated_gene_sets:biocarta_agpcr_pathway
Curated_gene_sets:biocarta_b...7         SET      14      0.17594    0.0047982      0.25166      0.24224 Curated_gene_sets:biocarta_bcellsurvival_pathway
Curated_gene_sets:biocarta_b...10        SET      12     -0.16593   -0.0041896      0.28366      0.72071 Curated_gene_sets:biocarta_blymphocyte_pathway
Curated_gene_sets:biocarta_b...8         SET      31     0.047111    0.0019109      0.15038      0.37704 Curated_gene_sets:biocarta_bcr_pathway
Curated_gene_sets:biocarta_b...9         SET      28    -0.078428   -0.0030237      0.16126      0.68663 Curated_gene_sets:biocarta_biopeptides_pathway
Curated_gene_sets:biocarta_r...7         SET      15     0.034416   0.00097149      0.22004      0.43786 Curated_gene_sets:biocarta_rankl_pathway
Curated_gene_sets:biocarta_c...1         SET       9      0.26909    0.0058847      0.34888      0.22027 Curated_gene_sets:biocarta_cacam_pathway
Curated_gene_sets:biocarta_c...15        SET      16     -0.28531   -0.0083176      0.21051      0.91234 Curated_gene_sets:biocarta_cdmac_pathway
Curated_gene_sets:biocarta_c...5         SET      23      0.40069     0.014003      0.17009    0.0092467 Curated_gene_sets:biocarta_carm_er_pathway
Curated_gene_sets:biocarta_c...6         SET      21    -0.015139  -0.00050556      0.17885      0.53373 Curated_gene_sets:biocarta_caspase_pathway
Curated_gene_sets:biocarta_c...8         SET      11      -0.4799    -0.011602      0.28739      0.95252 Curated_gene_sets:biocarta_cbl_pathway
Curated_gene_sets:biocarta_c...9         SET      18     -0.18502   -0.0057207      0.21018      0.81065 Curated_gene_sets:biocarta_ccr3_pathway
Curated_gene_sets:biocarta_c...11        SET      12     -0.39008   -0.0098495      0.23195      0.95368 Curated_gene_sets:biocarta_cd40_pathway
Curated_gene_sets:biocarta_m...5         SET      18     0.030846   0.00095374      0.17968      0.43185 Curated_gene_sets:biocarta_mcm_pathway
Curated_gene_sets:biocarta_g...1         SET      28    -0.062357    -0.002404      0.15917      0.65238 Curated_gene_sets:biocarta_g1_pathway
Curated_gene_sets:biocarta_g...2         SET      24      0.10464    0.0037354      0.16492      0.26288 Curated_gene_sets:biocarta_g2_pathway
Curated_gene_sets:biocarta_c...16        SET      10     0.016551   0.00038152      0.27579      0.47607 Curated_gene_sets:biocarta_cell2cell_pathway
Curated_gene_sets:biocarta_l...1         SET      17     -0.40815    -0.012265      0.22011      0.96815 Curated_gene_sets:biocarta_lair_pathway
Curated_gene_sets:biocarta_c...18        SET      20    -0.096615   -0.0031487      0.17733      0.70706 Curated_gene_sets:biocarta_ceramide_pathway
Curated_gene_sets:biocarta_t...13        SET      19     -0.17155   -0.0054494      0.19426       0.8114 Curated_gene_sets:biocarta_tid_pathway
Curated_gene_sets:biocarta_c...24        SET      14     -0.31248   -0.0085217      0.25985      0.88541 Curated_gene_sets:biocarta_classic_pathway
Curated_gene_sets:biocarta_c...25        SET      20      -0.3253    -0.010602      0.21848      0.93173 Curated_gene_sets:biocarta_comp_pathway
Curated_gene_sets:biocarta_v...1         SET      24      0.33623     0.012002      0.15984     0.017715 Curated_gene_sets:biocarta_vdr_pathway
Curated_gene_sets:biocarta_h...3         SET      24     0.045819    0.0016356      0.17916      0.39908 Curated_gene_sets:biocarta_hdac_pathway
Curated_gene_sets:biocarta_g...5         SET      17   -0.0097237  -0.00029219      0.21062      0.51841 Curated_gene_sets:biocarta_gcr_pathway
Curated_gene_sets:biocarta_c...31        SET      24     -0.15689   -0.0056006      0.19862       0.7852 Curated_gene_sets:biocarta_ctcf_pathway
Curated_gene_sets:biocarta_c...32        SET      13     -0.17707   -0.0046535       0.2365      0.77299 Curated_gene_sets:biocarta_ctl_pathway
Curated_gene_sets:biocarta_c...34        SET      19     -0.10133    -0.003219      0.19265      0.70055 Curated_gene_sets:biocarta_cxcr4_pathway
Curated_gene_sets:biocarta_c...17        SET      23      0.11318    0.0039553      0.17053      0.25344 Curated_gene_sets:biocarta_cellcycle_pathway
Curated_gene_sets:biocarta_c...19        SET      11     -0.38036   -0.0091955      0.27091      0.91983 Curated_gene_sets:biocarta_cftr_pathway
Curated_gene_sets:biocarta_c...35        SET      19    -0.034913    -0.001109      0.20489      0.56765 Curated_gene_sets:biocarta_cytokine_pathway
Curated_gene_sets:biocarta_i...18        SET      27    -0.058552   -0.0022168      0.17399      0.63176 Curated_gene_sets:biocarta_inflam_pathway
Curated_gene_sets:biocarta_d...1         SET      12      0.18674    0.0047151       0.2709      0.24532 Curated_gene_sets:biocarta_d4gdi_pathway
Curated_gene_sets:biocarta_d...2         SET      16      0.14417    0.0042031      0.22508      0.26092 Curated_gene_sets:biocarta_dc_pathway
Curated_gene_sets:biocarta_p...2         SET       8     -0.36503   -0.0075265      0.30305       0.8858 Curated_gene_sets:biocarta_p35alzheimers_pathway
Curated_gene_sets:biocarta_r...17        SET       9    0.0012017   2.6279e-05      0.29743      0.49839 Curated_gene_sets:biocarta_rna_pathway
Curated_gene_sets:biocarta_m...16        SET      17      0.11611    0.0034891      0.24271      0.31618 Curated_gene_sets:biocarta_mta3_pathway
Curated_gene_sets:biocarta_s...7         SET      10     0.047217    0.0010884      0.29734      0.43692 Curated_gene_sets:biocarta_skp2e2f_pathway
Curated_gene_sets:biocarta_c...2         SET      18     -0.31544   -0.0097532      0.20557      0.93753 Curated_gene_sets:biocarta_calcineurin_pathway
Curated_gene_sets:biocarta_e...5         SET      26    -0.047608   -0.0017688      0.16794       0.6116 Curated_gene_sets:biocarta_egf_pathway
Curated_gene_sets:biocarta_e...21        SET       9      0.50994     0.011152      0.24827     0.019998 Curated_gene_sets:biocarta_etc_pathway
Curated_gene_sets:biocarta_n...1         SET      17      0.22174    0.0066631      0.22526      0.16248 Curated_gene_sets:biocarta_ndkdynamin_pathway
Curated_gene_sets:biocarta_e...12        SET       8     0.079441     0.001638      0.32486      0.40341 Curated_gene_sets:biocarta_epha4_pathway
Curated_gene_sets:biocarta_e...13        SET      18    -0.034926   -0.0010799      0.19329      0.57169 Curated_gene_sets:biocarta_epo_pathway
Curated_gene_sets:biocarta_e...1         SET      19    -0.039765   -0.0012632      0.17233      0.59124 Curated_gene_sets:biocarta_ecm_pathway
Curated_gene_sets:biocarta_e...19        SET      26     -0.15137   -0.0056237      0.16944      0.81415 Curated_gene_sets:biocarta_erk_pathway
Curated_gene_sets:biocarta_e...20        SET      15    -0.024342  -0.00068711      0.22673      0.54275 Curated_gene_sets:biocarta_eryth_pathway
Curated_gene_sets:biocarta_e...14        SET      11    -0.092661   -0.0022401      0.23732       0.6519 Curated_gene_sets:biocarta_eponfkb_pathway
Curated_gene_sets:biocarta_e...10        SET      14      -0.1541   -0.0042026      0.21093      0.76748 Curated_gene_sets:biocarta_eif_pathway
Curated_gene_sets:biocarta_e...23        SET      13     -0.42193    -0.011088      0.25207      0.95291 Curated_gene_sets:biocarta_extrinsic_pathway
Curated_gene_sets:biocarta_f...1         SET      30     0.054875    0.0021898      0.15421      0.36098 Curated_gene_sets:biocarta_fas_pathway
Curated_gene_sets:biocarta_f...3         SET      37     -0.13153   -0.0058277      0.13718      0.83115 Curated_gene_sets:biocarta_fcer1_pathway
Curated_gene_sets:biocarta_f...4         SET      12     0.049959    0.0012614      0.27682      0.42839 Curated_gene_sets:biocarta_fibrinolysis_pathway
Curated_gene_sets:biocarta_f...6         SET      33     -0.10694   -0.0044753      0.14923      0.76318 Curated_gene_sets:biocarta_fmlp_pathway
Curated_gene_sets:biocarta_f...8         SET       9     -0.28133   -0.0061524       0.2602      0.86019 Curated_gene_sets:biocarta_free_pathway
Curated_gene_sets:biocarta_g...3         SET       9    -0.076235   -0.0016672      0.28556      0.60525 Curated_gene_sets:biocarta_gaba_pathway
Curated_gene_sets:biocarta_g...4         SET      14     -0.11867   -0.0032362      0.24628      0.68504 Curated_gene_sets:biocarta_gata3_pathway
Curated_gene_sets:biocarta_s...5         SET      10     0.014864   0.00034263      0.27917      0.47877 Curated_gene_sets:biocarta_set_pathway
Curated_gene_sets:biocarta_g...6         SET      27     -0.23244   -0.0088002      0.16794      0.91683 Curated_gene_sets:biocarta_gh_pathway
Curated_gene_sets:biocarta_a...7         SET      10     -0.10721   -0.0024714      0.22288      0.68476 Curated_gene_sets:biocarta_ahsp_pathway
Curated_gene_sets:biocarta_t...2         SET       9     -0.32672    -0.007145      0.31419       0.8508 Curated_gene_sets:biocarta_tcapoptosis_pathway
Curated_gene_sets:biocarta_h...7         SET      54    -0.083412   -0.0044628      0.10923      0.77745 Curated_gene_sets:biocarta_hivnef_pathway
Curated_gene_sets:biocarta_s...2         SET       5      0.12781    0.0020836      0.40791      0.37702 Curated_gene_sets:biocarta_salmonella_pathway
Curated_gene_sets:biocarta_m...13        SET      21     -0.50304    -0.016799      0.18229       0.9971 Curated_gene_sets:biocarta_mpr_pathway
Curated_gene_sets:biocarta_h...2         SET      17    -0.091043   -0.0027358      0.19931      0.67609 Curated_gene_sets:biocarta_hcmv_pathway
Curated_gene_sets:biocarta_p...5         SET      20    -0.027426  -0.00089383       0.1663       0.5655 Curated_gene_sets:biocarta_p53hypoxia_pathway
Curated_gene_sets:biocarta_h...6         SET      15    -0.061789   -0.0017442      0.21851      0.61133 Curated_gene_sets:biocarta_hif_pathway
Curated_gene_sets:biocarta_i...3         SET      20      -0.0887   -0.0028908      0.17475      0.69412 Curated_gene_sets:biocarta_igf1_pathway
Curated_gene_sets:biocarta_i...8         SET      15      0.14561    0.0041102      0.24664      0.27747 Curated_gene_sets:biocarta_il17_pathway
Curated_gene_sets:biocarta_i...11        SET      20    -0.060727   -0.0019791      0.18542      0.62836 Curated_gene_sets:biocarta_il2_pathway
Curated_gene_sets:biocarta_i...13        SET      14      0.09349    0.0025496      0.21462      0.33156 Curated_gene_sets:biocarta_il3_pathway
Curated_gene_sets:biocarta_i...14        SET      10      0.15721    0.0036239      0.24511      0.26064 Curated_gene_sets:biocarta_il4_pathway
Curated_gene_sets:biocarta_i...15        SET      11    -0.049694   -0.0012014      0.30168      0.56542 Curated_gene_sets:biocarta_il5_pathway
Curated_gene_sets:biocarta_i...16        SET      20      0.10704    0.0034885       0.1776      0.27335 Curated_gene_sets:biocarta_il6_pathway
Curated_gene_sets:biocarta_i...6         SET      13      0.31901    0.0083837      0.24723     0.098475 Curated_gene_sets:biocarta_il10_pathway
Curated_gene_sets:biocarta_i...7         SET      18    -0.071452   -0.0022093      0.22831      0.62284 Curated_gene_sets:biocarta_il12_pathway
Curated_gene_sets:biocarta_i...12        SET      35      -0.1443   -0.0062187       0.1411      0.84677 Curated_gene_sets:biocarta_il2rb_pathway
Curated_gene_sets:biocarta_i...10        SET       8     0.069524    0.0014335      0.39622      0.43036 Curated_gene_sets:biocarta_il22bp_pathway
Curated_gene_sets:biocarta_i...17        SET      16      0.20356    0.0059343      0.20706      0.16279 Curated_gene_sets:biocarta_il7_pathway
Curated_gene_sets:biocarta_g...11        SET      19    -0.039751   -0.0012627      0.19822      0.57947 Curated_gene_sets:biocarta_gsk3_pathway
Curated_gene_sets:biocarta_d...3         SET      27      -0.1172   -0.0044371      0.14885      0.78447 Curated_gene_sets:biocarta_death_pathway
Curated_gene_sets:biocarta_r...4         SET      25     -0.14669   -0.0053442      0.15403      0.82953 Curated_gene_sets:biocarta_raccycd_pathway
Curated_gene_sets:biocarta_g...8         SET      23     -0.22045   -0.0077039      0.18438      0.88407 Curated_gene_sets:biocarta_gleevec_pathway
Curated_gene_sets:biocarta_i...19        SET      20     -0.11906   -0.0038803      0.17656      0.74995 Curated_gene_sets:biocarta_insulin_pathway
Curated_gene_sets:biocarta_i...20        SET      33     -0.08257   -0.0034555      0.14131       0.7205 Curated_gene_sets:biocarta_integrin_pathway
Curated_gene_sets:biocarta_i...21        SET      19     -0.27291   -0.0086692      0.20775       0.9055 Curated_gene_sets:biocarta_intrinsic_pathway
Curated_gene_sets:biocarta_k...          SET      45    -0.097196   -0.0047483      0.12168      0.78778 Curated_gene_sets:biocarta_keratinocyte_pathway
Curated_gene_sets:biocarta_t...4         SET      12     -0.35164   -0.0088788      0.29095      0.88658 Curated_gene_sets:biocarta_tcra_pathway
Curated_gene_sets:biocarta_l...3         SET      12     -0.63802     -0.01611      0.28256      0.98802 Curated_gene_sets:biocarta_lectin_pathway
Curated_gene_sets:biocarta_p...30        SET      27    -0.029703   -0.0011245      0.16045      0.57343 Curated_gene_sets:biocarta_pyk2_pathway
Curated_gene_sets:biocarta_e...6         SET      11     -0.13141   -0.0031768      0.29877      0.66996 Curated_gene_sets:biocarta_egfr_smrte_pathway
