GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000197245	1	26485511	26489119	9	4	292485	-0.80869	0.79065	FAM110D
ENSG00000142684	1	26496362	26498551	10	3	292485	-0.6767	0.7507	ZNF593
ENSG00000142675	1	26503894	26516377	27	7	292485	-0.43907	0.66969	CNKSR1
ENSG00000188782	1	26517052	26529459	60	9	292485	-0.25766	0.60167	CATSPER4
ENSG00000130695	1	26560691	26605299	151	12	292485	1.6529	0.04918	CEP85
ENSG00000142669	1	26605667	26608007	6	2	292485	2.056	0.01989	SH3BGRL3
ENSG00000158062	1	26607819	26644854	140	11	292485	1.6382	0.050695	UBXN11
ENSG00000169442	1	26644448	26647014	14	3	292485	2.1019	0.017782	CD52
ENSG00000176092	1	26648350	26680621	98	13	292485	0.99763	0.15923	AIM1L
ENSG00000176083	1	26688125	26701013	52	8	292485	1.5817	0.056856	ZNF683
ENSG00000131914	1	26737269	26756213	34	10	292485	-0.65207	0.74282	LIN28A
ENSG00000117682	1	26758773	26797785	68	14	292485	-0.48866	0.68746	DHDDS
ENSG00000198830	1	26798941	26802463	5	2	292485	-1.2216	0.88908	HMGN2
ENSG00000117676	1	26856252	26901521	94	11	292485	-0.33304	0.63045	RPS6KA1
ENSG00000117713	1	27022524	27108595	126	7	292485	0.58715	0.27855	ARID1A
ENSG00000060642	1	27113963	27124889	14	4	292485	0.063808	0.47456	PIGV
ENSG00000204160	1	27153201	27184093	52	7	292485	0.65059	0.25766	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	292485	0.03133	0.4875	SFN
ENSG00000142751	1	27202624	27216788	24	5	292485	1.0111	0.15599	GPN2
ENSG00000198746	1	27216979	27226957	15	5	292485	-0.43113	0.66681	GPATCH3
ENSG00000090273	1	27226729	27273353	81	11	292485	0.31972	0.37459	NUDC
ENSG00000131910	1	27237980	27240457	5	2	292485	0.44702	0.32743	NR0B2
ENSG00000175707	1	27276053	27286897	13	4	292485	0.10517	0.45812	C1orf172
ENSG00000253368	1	27320198	27327389	8	3	292485	-1.8257	0.96606	TRNP1
ENSG00000158246	1	27331511	27339327	7	3	292485	-2.0223	0.97843	FAM46B
ENSG00000090020	1	27425306	27493472	81	8	292485	0.065278	0.47398	SLC9A1
ENSG00000142784	1	27561007	27635110	122	13	292485	-0.45576	0.67572	WDTC1
ENSG00000186501	1	27648651	27662891	35	8	292485	-0.98497	0.83768	TMEM222
ENSG00000142765	1	27668513	27680421	32	10	292485	-0.40125	0.65588	SYTL1
ENSG00000142733	1	27681675	27693383	28	8	292485	1.0508	0.14667	MAP3K6
ENSG00000142748	1	27695603	27701315	5	3	292485	0.75481	0.22518	FCN3
ENSG00000174950	1	27705666	27709870	6	2	292485	0.80734	0.20973	CD164L2
ENSG00000181773	1	27719148	27722318	3	2	292485	-1.3297	0.90819	GPR3
ENSG00000158195	1	27730730	27816669	146	8	292485	0.36473	0.35766	WASF2
ENSG00000126705	1	27860546	27930942	77	10	292485	-0.91941	0.82106	AHDC1
ENSG00000000938	1	27938575	27961788	48	7	292485	-1.8464	0.96758	FGR
ENSG00000126709	1	27992572	27998729	13	2	292485	-0.085049	0.53389	IFI6
ENSG00000009780	1	28052490	28089633	76	3	292485	0.54754	0.292	FAM76A
ENSG00000117758	1	28099694	28150963	59	4	292485	0.97468	0.16486	STX12
ENSG00000117751	1	28157289	28178187	25	4	292485	1.2941	0.097812	PPP1R8
ENSG00000130775	1	28199055	28213196	48	9	292485	0.26138	0.3969	THEMIS2
ENSG00000117748	1	28218035	28241257	61	4	292485	-0.23966	0.5947	RPA2
ENSG00000130768	1	28261504	28285668	75	9	292485	-0.6831	0.75273	SMPDL3B
ENSG00000158156	1	28285973	28294607	21	7	292485	-0.21395	0.58471	XKR8
ENSG00000158161	1	28296855	28415207	295	25	292485	0.52097	0.3012	EYA3
ENSG00000169403	1	28473677	28520447	52	11	292485	0.15228	0.43948	PTAFR
ENSG00000126698	1	28525967	28559536	101	11	292485	-0.46564	0.67926	DNAJC8
ENSG00000130770	1	28562620	28573417	46	4	292485	0.20529	0.41867	ATPIF1
ENSG00000130766	1	28586038	28609002	57	12	292485	-1.7495	0.9599	SESN2
ENSG00000130772	1	28655513	28662476	9	4	292485	-0.88753	0.8126	MED18
ENSG00000204138	1	28696114	28826881	454	16	292485	0.3168	0.3757	PHACTR4
ENSG00000180198	1	28832455	28865812	92	10	292485	0.57059	0.28414	RCC1
ENSG00000180098	1	28879597	28905051	54	10	292485	-0.089811	0.53578	TRNAU1AP
ENSG00000120656	1	28915835	28969597	72	13	292485	-0.15922	0.56325	TAF12
ENSG00000188060	1	28918712	28921955	6	3	292485	-0.85652	0.80415	RAB42
ENSG00000162419	1	28995244	29045865	77	6	292485	-0.32502	0.62742	GMEB1
ENSG00000198492	1	29063133	29096287	70	6	292485	-0.75824	0.77585	YTHDF2
ENSG00000116329	1	29138654	29190208	174	20	292485	-1.0255	0.84744	OPRD1
ENSG00000159023	1	29213603	29446553	468	33	292485	-0.091212	0.53634	EPB41
ENSG00000253304	1	29445940	29450447	11	4	292485	-0.0081153	0.50324	TMEM200B
ENSG00000116350	1	29474255	29508499	73	15	292485	-1.6063	0.9459	SRSF4
ENSG00000116353	1	29519385	29557454	103	16	292485	-1.3452	0.91071	MECR
ENSG00000060656	1	29563028	29653325	223	30	292485	-0.25274	0.59976	PTPRU
ENSG00000162510	1	31184124	31196434	41	4	292485	1.6334	0.051197	MATN1
ENSG00000162511	1	31205316	31230667	43	13	292485	-0.73321	0.76828	LAPTM5
ENSG00000162512	1	31342314	31381608	78	19	292485	0.74449	0.22829	SDC3
ENSG00000134644	1	31404353	31538838	290	21	292485	1.3043	0.096059	PUM1
ENSG00000084628	1	31652592	31712401	248	16	292485	-0.55091	0.70915	NKAIN1
ENSG00000060688	1	31732417	31769662	111	7	292485	0.57448	0.28282	SNRNP40
ENSG00000121766	1	31769842	31837783	175	10	292485	0.57012	0.2843	ZCCHC17
ENSG00000121769	1	31838472	31849697	21	7	292485	0.39013	0.34822	FABP3
ENSG00000168528	1	31882412	31907525	74	8	292485	0.08102	0.46771	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	292485	1.0287	0.15181	AC114494.1
ENSG00000142910	1	32042116	32053288	10	6	292485	0.018872	0.49247	TINAGL1
ENSG00000121764	1	32083287	32098119	35	4	292485	0.15794	0.43725	HCRTR1
ENSG00000162517	1	32095463	32110497	26	3	292485	0.19117	0.42419	PEF1
ENSG00000084636	1	32117848	32169920	96	16	292485	0.87893	0.18972	COL16A1
ENSG00000121753	1	32192718	32230494	43	7	292485	-0.18857	0.57479	BAI2
ENSG00000134668	1	32256023	32281652	36	12	292485	1.8236	0.03411	SPOCD1
ENSG00000184007	1	32372022	32410457	51	8	292485	1.681	0.04638	PTP4A2
ENSG00000212673	1	32379174	32380745	1	1	292485	1.5357	0.062308	AL136115.1
ENSG00000121774	1	32479430	32526451	26	15	292485	-1.675	0.95303	KHDRBS1
ENSG00000121775	1	32537632	32568467	54	8	292485	-0.29738	0.61691	TMEM39B
ENSG00000025800	1	32573639	32642169	98	9	292485	-0.10028	0.53994	KPNA6
ENSG00000084652	1	32645287	32663886	37	9	292485	0.28855	0.38646	TXLNA
ENSG00000160050	1	32665987	32670988	4	2	292485	1.7955	0.036288	CCDC28B
ENSG00000160051	1	32671236	32674288	5	1	292485	-0.28866	0.61358	IQCC
ENSG00000222046	1	32674695	32681797	13	6	292485	-1.0321	0.84898	DCDC2B
ENSG00000160055	1	32680073	32687972	14	5	292485	-0.76711	0.77849	TMEM234
ENSG00000084623	1	32687529	32697205	11	2	292485	-0.41308	0.66022	EIF3I
ENSG00000183615	1	32712834	32714457	2	1	292485	-1.9616	0.97509	FAM167B
ENSG00000182866	1	32716840	32751766	39	13	292485	0.28607	0.38741	LCK
ENSG00000116478	1	32757687	32799236	22	13	292485	0.023685	0.49055	HDAC1
ENSG00000162526	1	32817122	32829913	5	3	292485	0.45594	0.32422	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	292485	-0.54617	0.70753	FAM229A
ENSG00000160058	1	32830704	32860332	21	11	292485	0.21952	0.41312	BSDC1
ENSG00000254553	1	32930658	33066393	291	11	292485	0.74015	0.2296	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	27	6	292485	-1.226	0.8899	ZBTB8B
ENSG00000160062	1	33005028	33071540	174	8	292485	0.86606	0.19323	ZBTB8A
ENSG00000176261	1	33065773	33116504	122	5	292485	0.36337	0.35816	ZBTB8OS
ENSG00000162521	1	33116743	33151812	93	3	292485	0.40421	0.34303	RBBP4
ENSG00000162520	1	33145507	33169197	53	3	292485	0.29847	0.38267	SYNC
ENSG00000162522	1	33207486	33240571	52	12	292485	1.0181	0.15431	KIAA1522
ENSG00000134684	1	33240840	33283754	91	11	292485	0.61435	0.26949	YARS
ENSG00000116497	1	33282368	33324476	71	10	292485	0.65091	0.25755	S100PBP
ENSG00000160097	1	33327869	33338083	13	4	292485	0.13245	0.44731	FNDC5
ENSG00000121905	1	33351595	33364042	17	5	292485	1.0712	0.14204	HPCA
ENSG00000121900	1	33360195	33367039	10	3	292485	1.3035	0.096199	TMEM54
ENSG00000116514	1	33402046	33430286	63	7	292485	0.26804	0.39433	RNF19B
ENSG00000004455	1	33473585	33546597	135	11	292485	-0.6495	0.74199	AK2
ENSG00000142920	1	33546705	33586131	53	11	292485	0.79111	0.21444	ADC
ENSG00000116525	1	33611003	33647660	83	5	292485	-0.28367	0.61167	TRIM62
ENSG00000160094	1	33722146	33766320	82	13	292485	-0.64039	0.73904	ZNF362
ENSG00000184389	1	33772367	33786699	45	9	292485	0.76008	0.2236	A3GALT2
ENSG00000134686	1	33789224	33896653	355	28	292485	0.50826	0.30564	PHC2
ENSG00000121903	1	33938246	33962107	55	5	292485	-0.26886	0.60598	ZSCAN20
ENSG00000121904	1	33979609	34631443	1690	165	292485	0.33832	0.36756	CSMD2
ENSG00000176256	1	34326076	34330392	8	3	292485	0.3508	0.36287	HMGB4
ENSG00000142698	1	34632484	34684732	181	23	292485	0.73642	0.23074	C1orf94
ENSG00000163866	1	35178338	35325417	507	59	292485	0.2235	0.41157	SMIM12
ENSG00000189280	1	35220648	35224113	9	3	292485	0.86478	0.19358	GJB5
ENSG00000189433	1	35225342	35229325	16	8	292485	0.08955	0.46432	GJB4
ENSG00000188910	1	35246790	35251970	16	6	292485	-0.49035	0.68806	GJB3
ENSG00000187513	1	35258599	35261348	12	3	292485	-2.0515	0.97989	GJA4
ENSG00000116544	1	35331037	35395186	72	22	292485	-0.5946	0.72394	DLGAP3
ENSG00000271741	1	35447134	35497342	94	3	292485	1.2053	0.11405	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	10	2	292485	0.60154	0.27374	ZMYM6NB
ENSG00000163867	1	35449523	35497569	87	3	292485	1.2485	0.10592	ZMYM6
ENSG00000197056	1	35525387	35581460	96	9	292485	1.6538	0.049086	ZMYM1
ENSG00000116560	1	35641979	35658749	28	2	292485	-1.0796	0.85983	SFPQ
ENSG00000146463	1	35734568	35887659	210	15	292485	1.7158	0.043101	ZMYM4
ENSG00000142687	1	35899091	36023551	158	18	292485	1.2763	0.10093	KIAA0319L
ENSG00000020129	1	36023074	36032875	12	3	292485	0.86798	0.1927	NCDN
ENSG00000116819	1	36038971	36060929	24	7	292485	0.89981	0.18411	TFAP2E
ENSG00000126067	1	36067185	36107445	36	7	292485	1.5085	0.065707	PSMB2
ENSG00000142686	1	36179476	36185073	8	3	292485	1.4438	0.074401	C1orf216
ENSG00000092853	1	36185819	36235568	60	7	292485	1.0863	0.13866	CLSPN
ENSG00000134698	1	36273773	36323491	64	9	292485	1.2349	0.10843	AGO4
ENSG00000092847	1	36335409	36395211	70	10	292485	1.877	0.030259	AGO1
ENSG00000126070	1	36396319	36538101	154	14	292485	2.2202	0.013202	AGO3
ENSG00000092850	1	36549676	36553876	2	1	292485	1.3481	0.088816	TEKT2
ENSG00000116863	1	36554476	36559533	4	2	292485	2.7091	0.003373	ADPRHL2
ENSG00000171812	1	36560837	36590821	64	9	292485	1.2147	0.11224	COL8A2
ENSG00000054116	1	36602173	36615098	22	2	292485	1.3663	0.085918	TRAPPC3
ENSG00000116871	1	36621180	36646450	38	8	292485	2.3514	0.009352	MAP7D1
ENSG00000054118	1	36690017	36770958	105	9	292485	1.9154	0.02772	THRAP3
ENSG00000214193	1	36771988	36790484	23	5	292485	1.5746	0.057679	SH3D21
ENSG00000142694	1	36787632	36789755	2	1	292485	1.0786	0.14037	EVA1B
ENSG00000116883	1	36789335	36794822	14	4	292485	1.8148	0.034775	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	52	6	292485	1.6203	0.052585	STK40
ENSG00000181817	1	36856839	36863493	37	4	292485	-0.74168	0.77086	LSM10
ENSG00000116885	1	36881428	36916086	151	7	292485	-1.2891	0.90131	OSCP1
ENSG00000116898	1	36921319	36930038	40	6	292485	-1.4454	0.92582	MRPS15
ENSG00000119535	1	36931644	36948879	38	9	292485	1.1087	0.13379	CSF3R
ENSG00000163873	1	37261128	37499730	448	52	292485	-0.67337	0.74964	GRIK3
ENSG00000163874	1	37940153	37949980	12	4	292485	-0.91468	0.81982	ZC3H12A
ENSG00000163875	1	37958176	37980375	75	12	292485	-0.99126	0.83922	MEAF6
ENSG00000163877	1	38000050	38019903	49	10	292485	-0.87432	0.80903	SNIP1
ENSG00000163879	1	38022520	38032458	29	7	292485	-0.46772	0.68001	DNALI1
ENSG00000134697	1	38032417	38061536	73	12	292485	-0.66852	0.7481	GNL2
ENSG00000169218	1	38076951	38100595	62	11	292485	0.55718	0.2887	RSPO1
ENSG00000116922	1	38147242	38157914	43	5	292485	1.686	0.045893	C1orf109
ENSG00000134690	1	38158090	38175391	58	9	292485	1.0973	0.13625	CDCA8
ENSG00000183317	1	38179552	38230805	213	21	292485	0.31775	0.37534	EPHA10
ENSG00000185090	1	38259474	38266809	7	3	292485	0.79549	0.21316	MANEAL
ENSG00000196449	1	38268616	38273857	11	3	292485	0.78852	0.2152	YRDC
ENSG00000197982	1	38272651	38275126	1	1	292485	1.2734	0.10143	C1orf122
ENSG00000188786	1	38275239	38325292	87	14	292485	0.86251	0.1942	MTF1
ENSG00000230610	1	38292232	38293886	2	1	292485	-2.6988	0.99652	AL929472.1
ENSG00000204084	1	38326369	38412729	227	25	292485	1.0569	0.14528	INPP5B
ENSG00000183431	1	38422647	38456593	109	11	292485	0.95196	0.17056	SF3A3
ENSG00000183386	1	38462442	38471278	8	3	292485	-1.5585	0.94044	FHL3
ENSG00000183520	1	38474930	38490496	25	8	292485	-1.4071	0.9203	UTP11L
ENSG00000185668	1	38509523	38512450	2	1	292485	-0.60472	0.72732	POU3F1
ENSG00000116954	1	39303870	39325495	58	12	292485	1.4586	0.072333	RRAGC
ENSG00000214114	1	39328636	39347289	49	8	292485	2.0087	0.022282	MYCBP
ENSG00000131233	1	39330175	39347289	48	8	292485	1.9696	0.024444	GJA9
ENSG00000158315	1	39351479	39407471	181	25	292485	1.6735	0.047118	RHBDL2
ENSG00000174574	1	39456895	39471731	56	6	292485	1.1031	0.13498	AKIRIN1
ENSG00000168653	1	39491990	39500308	37	4	292485	0.72296	0.23485	NDUFS5
ENSG00000127603	1	39546988	39952849	872	38	292485	1.2216	0.11093	MACF1
ENSG00000255103	1	39876151	39882154	12	5	292485	0.443	0.32888	KIAA0754
ENSG00000183682	1	39957318	39991607	93	18	292485	0.50593	0.30645	BMP8A
ENSG00000090621	1	40026488	40042462	38	9	292485	-0.19246	0.57631	PABPC4
ENSG00000163909	1	40089825	40105617	30	11	292485	-1.1999	0.88491	HEYL
ENSG00000116981	1	40124793	40137710	20	6	292485	-1.2718	0.89827	NT5C1A
ENSG00000116983	1	40144320	40157361	77	12	292485	0.034897	0.48608	HPCAL4
ENSG00000084072	1	40157854	40229586	190	31	292485	-1.8192	0.96556	PPIE
ENSG00000116985	1	40222854	40254533	121	17	292485	-1.1072	0.8659	BMP8B
ENSG00000198754	1	40235195	40237020	2	1	292485	-1.8448	0.96747	OXCT2
ENSG00000043514	1	40306723	40349183	130	13	292485	-2.4759	0.99336	TRIT1
ENSG00000116990	1	40361098	40367928	16	8	292485	-1.7846	0.96283	MYCL
ENSG00000168389	1	40420802	40435638	16	7	292485	-0.9029	0.81671	MFSD2A
ENSG00000131236	1	40505905	40538321	125	8	292485	0.14285	0.4432	CAP1
ENSG00000131238	1	40538379	40563375	98	10	292485	0.67351	0.25031	PPT1
ENSG00000117000	1	40627045	40706593	106	15	292485	0.16969	0.43263	RLF
ENSG00000188800	1	40711619	40717363	8	5	292485	1.2426	0.107	TMCO2
ENSG00000084073	1	40723779	40759856	48	9	292485	-0.19074	0.57564	ZMPSTE24
ENSG00000049089	1	40766159	40783488	65	10	292485	0.029946	0.48806	COL9A2
ENSG00000084070	1	40810522	40888998	186	27	292485	0.86707	0.19295	SMAP2
ENSG00000187801	1	40915774	40929390	53	15	292485	1.7773	0.037761	ZFP69B
ENSG00000187815	1	40942887	40962015	58	10	292485	-1.1835	0.8817	ZFP69
ENSG00000164002	1	40974413	40982228	35	8	292485	-0.18649	0.57397	EXO5
ENSG00000117010	1	40997233	41013841	62	9	292485	-0.96391	0.83246	ZNF684
ENSG00000117016	1	41086351	41131329	127	17	292485	0.060871	0.47573	RIMS3
ENSG00000066136	1	41157320	41237275	227	19	292485	0.32726	0.37174	NFYC
ENSG00000117013	1	41249684	41306124	133	27	292485	0.078026	0.4689	KCNQ4
ENSG00000179862	1	41326729	41328018	10	3	292485	-0.94827	0.8285	CITED4
ENSG00000171793	1	41445007	41478235	99	21	292485	-0.9206	0.82137	CTPS1
ENSG00000171790	1	41481269	41488909	31	8	292485	-1.0025	0.84194	SLFNL1
ENSG00000010803	1	41492872	41707826	612	27	292485	-0.54677	0.70773	SCMH1
ENSG00000204060	1	41827594	41849262	58	11	292485	-1.2647	0.89701	FOXO6
ENSG00000127129	1	41944446	41950344	15	4	292485	0.37583	0.35352	EDN2
ENSG00000127124	1	41972036	42501596	1446	84	292485	-0.061027	0.52433	HIVEP3
ENSG00000044012	1	42619092	42621495	9	4	292485	0.79341	0.21377	GUCA2B
ENSG00000197273	1	42628362	42630389	5	3	292485	0.91747	0.17945	GUCA2A
ENSG00000198815	1	42642210	42801548	302	15	292485	1.2089	0.11336	FOXJ3
ENSG00000177181	1	42846466	42888249	158	8	292485	1.0884	0.1382	RIMKLA
ENSG00000066185	1	42896000	42921938	92	9	292485	-1.24	0.89252	ZMYND12
ENSG00000127125	1	42921788	42939056	41	6	292485	-0.96599	0.83298	PPCS
ENSG00000186409	1	42929001	43120335	627	22	292485	-1.1591	0.8768	CCDC30
ENSG00000171960	1	43124096	43142429	35	9	292485	0.25309	0.4001	PPIH
ENSG00000065978	1	43148098	43168020	44	11	292485	0.51659	0.30272	YBX1
ENSG00000164007	1	43198764	43205925	17	5	292485	-0.86293	0.80591	CLDN19
ENSG00000117385	1	43212006	43232755	49	11	292485	-0.24872	0.59821	LEPRE1
ENSG00000164008	1	43232940	43263968	47	9	292485	0.33858	0.36746	C1orf50
ENSG00000177868	1	43272723	43282954	28	8	292485	0.31745	0.37545	CCDC23
ENSG00000164010	1	43282795	43310660	49	10	292485	0.05421	0.47838	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	292485	-0.60973	0.72898	ZNF691
ENSG00000117394	1	43391052	43424530	134	15	292485	1.1938	0.11627	SLC2A1
ENSG00000186973	1	43610824	43622067	48	8	292485	-1.1416	0.87318	FAM183A
ENSG00000117395	1	43629846	43736607	409	34	292485	-1.6912	0.9546	EBNA1BP2
ENSG00000243710	1	43637820	43720029	331	27	292485	-1.9035	0.97151	WDR65
ENSG00000179178	1	43735665	43739673	8	5	292485	0.96376	0.16758	TMEM125
ENSG00000253313	1	43747554	43751288	5	3	292485	0.15365	0.43894	C1orf210
ENSG00000066056	1	43766664	43788779	32	4	292485	1.4678	0.071082	TIE1
ENSG00000117400	1	43803478	43818443	15	4	292485	1.9058	0.028339	MPL
ENSG00000117399	1	43824626	43828874	6	3	292485	2.5628	0.0051922	CDC20
ENSG00000066322	1	43829068	43833696	7	4	292485	1.699	0.04466	ELOVL1
ENSG00000159479	1	43849588	43855479	4	2	292485	0.97705	0.16427	MED8
ENSG00000198198	1	43855553	43918321	94	9	292485	1.9533	0.025391	SZT2
ENSG00000178922	1	43916824	43919660	6	3	292485	2.3328	0.0098304	HYI
ENSG00000142949	1	43990858	44089343	259	18	292485	1.3544	0.087805	PTPRF
ENSG00000066135	1	44115829	44171186	88	12	292485	2.4985	0.0062362	KDM4A
ENSG00000126091	1	44171495	44396831	559	25	292485	1.7575	0.039414	ST3GAL3
ENSG00000117407	1	44398992	44402913	10	3	292485	0.40879	0.34135	ARTN
ENSG00000117408	1	44412611	44433694	33	5	292485	-0.046057	0.51837	IPO13
ENSG00000132768	1	44435672	44439041	3	1	292485	-1.0452	0.85203	DPH2
ENSG00000117410	1	44440159	44443967	8	4	292485	0.92608	0.1772	ATP6V0B
ENSG00000117411	1	44444615	44456840	16	4	292485	1.2064	0.11383	B4GALT2
ENSG00000159214	1	44457031	44462200	8	3	292485	0.35012	0.36312	CCDC24
ENSG00000196517	1	44457172	44497139	78	15	292485	1.3762	0.084385	SLC6A9
ENSG00000171872	1	44584522	44600812	48	10	292485	0.182	0.42779	KLF17
ENSG00000178028	1	44679127	44686353	12	5	292485	-0.035072	0.51399	DMAP1
ENSG00000117419	1	44686742	44820932	205	19	292485	-0.032367	0.51291	ERI3
ENSG00000187147	1	44870866	45117396	637	88	292485	0.80768	0.20964	RNF220
ENSG00000126106	1	45100910	45140227	89	7	292485	0.56096	0.28741	TMEM53
ENSG00000198520	1	45140364	45191263	63	23	292485	1.9687	0.024494	C1orf228
ENSG00000142945	1	45205490	45233439	60	8	292485	1.0033	0.15786	KIF2C
ENSG00000142937	1	45240923	45244451	7	4	292485	0.81007	0.20895	RPS8
ENSG00000142959	1	45249257	45253377	2	1	292485	0.98354	0.16267	BEST4
ENSG00000173846	1	45265897	45271662	10	3	292485	0.76277	0.2228	PLK3
ENSG00000188396	1	45271585	45272957	2	1	292485	0.94638	0.17198	TCTEX1D4
ENSG00000222009	1	45274154	45281257	14	3	292485	0.37929	0.35224	BTBD19
ENSG00000117425	1	45285516	45308735	55	7	292485	0.9044	0.18289	PTCH2
ENSG00000070785	1	45316450	45452282	375	17	292485	0.43574	0.33151	EIF2B3
ENSG00000126107	1	45468212	45477001	21	4	292485	0.39046	0.3481	HECTD3
ENSG00000126088	1	45477819	45481247	7	3	292485	1.0242	0.15286	UROD
ENSG00000162415	1	45482071	45771881	637	26	292485	-0.6488	0.74177	ZSWIM5
ENSG00000132781	1	45794835	45806142	16	7	292485	1.4223	0.077468	MUTYH
ENSG00000132773	1	45805342	45809647	5	3	292485	-0.46479	0.67896	TOE1
ENSG00000070759	1	45809555	45956872	249	17	292485	0.31046	0.37811	TESK2
ENSG00000236624	1	45959538	45965751	11	3	292485	0.44397	0.32853	CCDC163P
ENSG00000132763	1	45965725	45976739	22	4	292485	0.2284	0.40967	MMACHC
ENSG00000117450	1	45976708	45988719	40	5	292485	0.48651	0.3133	PRDX1
ENSG00000117448	1	46016215	46035721	46	7	292485	-1.0171	0.84545	AKR1A1
ENSG00000132780	1	46049518	46084566	56	6	292485	-1.9811	0.97621	NASP
ENSG00000159588	1	46085716	46089729	9	2	292485	-2.3495	0.9906	CCDC17
ENSG00000159592	1	46092976	46153785	141	7	292485	-0.81698	0.79303	GPBP1L1
ENSG00000159596	1	46152886	46160115	14	2	292485	-1.3752	0.91547	TMEM69
ENSG00000197429	1	46159996	46216322	131	6	292485	-1.2596	0.8961	IPP
ENSG00000086015	1	46252659	46501796	555	15	292485	-1.1197	0.86859	MAST2
ENSG00000117461	1	46505812	46642160	248	16	292485	-1.0568	0.8547	PIK3R3
ENSG00000117472	1	46640745	46651630	4	2	292485	-0.55222	0.7096	TSPAN1
ENSG00000085998	1	46654354	46685977	52	10	292485	-1.015	0.84495	POMGNT1
ENSG00000171357	1	46669006	46686933	27	10	292485	-1.5145	0.93505	LURAP1
ENSG00000085999	1	46713360	46744145	37	11	292485	-2.3602	0.99087	RAD54L
ENSG00000132128	1	46726868	46769280	41	11	292485	-1.3151	0.90576	LRRC41
ENSG00000173660	1	46769303	46782448	28	9	292485	-1.1826	0.88151	UQCRH
ENSG00000117481	1	46805849	46830824	194	4	292485	0.30989	0.37832	NSUN4
ENSG00000117480	1	46859937	46879520	35	7	292485	-0.68061	0.75194	FAAH
ENSG00000197587	1	46972668	46979898	27	8	292485	-0.53435	0.70345	DMBX1
ENSG00000162456	1	47011316	47017199	17	5	292485	-1.4975	0.93287	KNCN
ENSG00000079277	1	47023090	47082515	129	12	292485	-0.38207	0.6488	MKNK1
ENSG00000142961	1	47073387	47082563	18	2	292485	0.031309	0.48751	MOB3C
ENSG00000123472	1	47098409	47139539	144	9	292485	-0.19675	0.57799	ATPAF1
ENSG00000159658	1	47124366	47184824	162	11	292485	-0.4268	0.66524	EFCAB14
ENSG00000186118	1	47134527	47139266	9	3	292485	-0.78148	0.78274	TEX38
ENSG00000142973	1	47223510	47285085	142	19	292485	-0.88205	0.81113	CYP4B1
ENSG00000187048	1	47394849	47407156	32	4	292485	-1.3509	0.91164	CYP4A11
ENSG00000186377	1	47427036	47516423	188	17	292485	0.33739	0.36791	CYP4X1
ENSG00000186160	1	47533160	47583991	159	6	292485	-0.6501	0.74219	CYP4Z1
ENSG00000162365	1	47603107	47615413	44	5	292485	-0.88176	0.81105	CYP4A22
ENSG00000162366	1	47649265	47656716	11	5	292485	0.43772	0.33079	PDZK1IP1
ENSG00000162367	1	47681962	47697892	35	7	292485	2.2924	0.010943	TAL1
ENSG00000123473	1	47715811	47779819	165	10	292485	0.4042	0.34303	STIL
ENSG00000162368	1	47799469	47844511	130	12	292485	0.035339	0.4859	CMPK1
ENSG00000186790	1	47881744	47883723	5	3	292485	-0.46689	0.67971	FOXE3
